0.0091          0.003           0.002           2700.0          0.0             0.0
0.0135          0.003           0.002           2700.0          0.0             0.0
0.0179          0.003           0.002           2700.0          0.0             0.0
0.0223          0.003           0.002           2700.0          0.0             0.0
0.0267          0.003           0.002           2700.0          0.0             0.0
0.0311          0.003           0.002           2700.0          0.0             0.0
0.0355          0.003           0.002           2700.0          0.0             0.0
0.0399          0.003           0.002           2700.0          0.0             0.0
0.0443          0.003           0.002           2700.0          0.0             0.0
0.0487          0.003           0.002           2700.0          0.0             0.0
0.0531          0.003           0.002           2700.0          0.0             0.0
0.0575          0.003           0.002           2700.0          0.0             0.0
0.0619          0.003           0.002           2700.0          0.0             0.0
0.0663          0.003           0.002           2700.0          0.0             0.0
0.0707          0.003           0.002           2700.0          0.0             0.0
0.0751          0.003           0.002           2700.0          0.0             0.0
0.0795          0.003           0.002           2700.0          0.0             0.0
0.0839          0.003           0.002           2700.0          0.0             0.0
0.0883          0.003           0.002           2700.0          0.0             0.0
0.0927          0.003           0.002           2700.0          0.0             0.0
0.0971          0.003           0.002           2700.0          0.0             0.0
0.1015          0.003           0.002           2700.0          0.0             0.0
0.1059          0.003           0.002           2700.0          0.0             0.0
0.1103          0.003           0.002           2700.0          0.0             0.0
0.1147          0.003           0.002           2700.0          0.0             0.0
0.1191          0.003           0.002           2700.0          0.0             0.0
0.1235          0.003           0.002           2700.0          0.0             0.0
0.1279          0.003           0.002           2700.0          0.0             0.0
0.1323          0.003           0.002           2700.0          0.0             0.0
0.1367          0.003           0.002           2700.0          0.0             0.0
0.1411          0.003           0.002           2700.0          0.0             0.0
0.0069          0.01121051      0.002           2700.0          0.0             0.0
0.0113          0.01121051      0.002           2700.0          0.0             0.0
0.0157          0.01121051      0.002           2700.0          0.0             0.0
0.0201          0.01121051      0.002           2700.0          0.0             0.0
0.0245          0.01121051      0.002           2700.0          0.0             0.0
0.0289          0.01121051      0.002           2700.0          0.0             0.0
0.0333          0.01121051      0.002           2700.0          0.0             0.0
0.0377          0.01121051      0.002           2700.0          0.0             0.0
0.0421          0.01121051      0.002           2700.0          0.0             0.0
0.0465          0.01121051      0.002           2700.0          0.0             0.0
0.0509          0.01121051      0.002           2700.0          0.0             0.0
0.0553          0.01121051      0.002           2700.0          0.0             0.0
0.0597          0.01121051      0.002           2700.0          0.0             0.0
0.0641          0.01121051      0.002           2700.0          0.0             0.0
0.0685          0.01121051      0.002           2700.0          0.0             0.0
0.0729          0.01121051      0.002           2700.0          0.0             0.0
0.0773          0.01121051      0.002           2700.0          0.0             0.0
0.0817          0.01121051      0.002           2700.0          0.0             0.0
0.0861          0.01121051      0.002           2700.0          0.0             0.0
0.0905          0.01121051      0.002           2700.0          0.0             0.0
0.0949          0.01121051      0.002           2700.0          0.0             0.0
0.0993          0.01121051      0.002           2700.0          0.0             0.0
0.1037          0.01121051      0.002           2700.0          0.0             0.0
0.1081          0.01121051      0.002           2700.0          0.0             0.0
0.1125          0.01121051      0.002           2700.0          0.0             0.0
0.1169          0.01121051      0.002           2700.0          0.0             0.0
0.1213          0.01121051      0.002           2700.0          0.0             0.0
0.1257          0.01121051      0.002           2700.0          0.0             0.0
0.1301          0.01121051      0.002           2700.0          0.0             0.0
0.1345          0.01121051      0.002           2700.0          0.0             0.0
0.1389          0.01121051      0.002           2700.0          0.0             0.0
0.1433          0.01121051      0.002           2700.0          0.0             0.0
0.0091          0.01502102      0.002           2700.0          0.0             0.0
0.0135          0.01502102      0.002           2700.0          0.0             0.0
0.0179          0.01502102      0.002           2700.0          0.0             0.0
0.0223          0.01502102      0.002           2700.0          0.0             0.0
0.0267          0.01502102      0.002           2700.0          0.0             0.0
0.0311          0.01502102      0.002           2700.0          0.0             0.0
0.0355          0.01502102      0.002           2700.0          0.0             0.0
0.0399          0.01502102      0.002           2700.0          0.0             0.0
0.0443          0.01502102      0.002           2700.0          0.0             0.0
